,BHK,Rent,Size,City,Furnishing Status,Tenant Preferred,Bathroom
1284,1,11000,600,Bangalore,Semi-Furnished,Family,1
1285,1,9000,450,Bangalore,Unfurnished,Bachelors/Family,1
1286,2,12500,650,Bangalore,Semi-Furnished,Bachelors/Family,1
1287,2,30000,1025,Bangalore,Semi-Furnished,Bachelors/Family,2
1288,2,17000,1100,Bangalore,Semi-Furnished,Bachelors,2
1289,2,16500,1050,Bangalore,Furnished,Bachelors/Family,2
1290,2,13000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1291,2,12000,800,Bangalore,Semi-Furnished,Family,2
1292,2,17000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1293,3,15000,750,Bangalore,Semi-Furnished,Bachelors/Family,2
1294,3,35000,1600,Bangalore,Semi-Furnished,Bachelors/Family,3
1295,2,13000,1180,Bangalore,Semi-Furnished,Family,2
1296,2,12000,1400,Bangalore,Semi-Furnished,Bachelors/Family,2
1297,1,10000,750,Bangalore,Semi-Furnished,Bachelors/Family,1
1298,2,9000,580,Bangalore,Semi-Furnished,Bachelors,1
1299,2,8900,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1300,2,24000,1105,Bangalore,Furnished,Bachelors/Family,2
1301,2,18500,1080,Bangalore,Furnished,Bachelors/Family,2
1302,2,16000,1281,Bangalore,Semi-Furnished,Bachelors/Family,2
1303,2,15000,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1304,2,27000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1305,2,17000,900,Bangalore,Furnished,Bachelors/Family,2
1306,3,50000,1250,Bangalore,Semi-Furnished,Bachelors/Family,3
1307,2,14000,800,Bangalore,Unfurnished,Bachelors,2
1308,2,8000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1309,3,20000,904,Bangalore,Furnished,Bachelors/Family,2
1310,2,15000,750,Bangalore,Semi-Furnished,Bachelors/Family,2
1311,3,20000,1252,Bangalore,Semi-Furnished,Bachelors/Family,2
1312,2,11000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1313,2,8500,440,Bangalore,Furnished,Bachelors/Family,2
1314,3,22500,1600,Bangalore,Semi-Furnished,Bachelors/Family,3
1315,2,15000,1200,Bangalore,Furnished,Bachelors/Family,2
1316,2,11000,950,Bangalore,Semi-Furnished,Bachelors/Family,2
1317,2,11000,800,Bangalore,Unfurnished,Bachelors/Family,2
1318,2,9000,1000,Bangalore,Semi-Furnished,Bachelors/Family,1
1319,2,15000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1320,1,7000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1321,1,18000,600,Bangalore,Furnished,Bachelors/Family,1
1322,2,21000,1005,Bangalore,Semi-Furnished,Bachelors/Family,3
1323,2,15000,1180,Bangalore,Semi-Furnished,Family,2
1324,2,11000,900,Bangalore,Semi-Furnished,Bachelors/Family,2
1325,3,22000,1100,Bangalore,Semi-Furnished,Family,2
1326,2,17000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1327,2,20000,1250,Bangalore,Semi-Furnished,Family,2
1328,2,18000,600,Bangalore,Unfurnished,Bachelors/Family,2
1329,2,13000,780,Bangalore,Semi-Furnished,Bachelors/Family,1
1330,2,38000,1274,Bangalore,Semi-Furnished,Bachelors/Family,2
1331,2,36000,1200,Bangalore,Furnished,Bachelors/Family,2
1332,1,9000,500,Bangalore,Unfurnished,Bachelors/Family,1
1333,3,18000,1100,Bangalore,Semi-Furnished,Bachelors,3
1334,1,6500,700,Bangalore,Unfurnished,Bachelors,1
1335,2,6000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1336,2,12000,900,Bangalore,Semi-Furnished,Bachelors/Family,2
1337,2,25000,900,Bangalore,Unfurnished,Family,2
1338,2,8000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1339,2,11000,600,Bangalore,Unfurnished,Bachelors/Family,2
1340,3,65000,1480,Bangalore,Furnished,Family,2
1341,1,11000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1342,3,12000,1100,Bangalore,Semi-Furnished,Bachelors/Family,3
1343,3,21500,1320,Bangalore,Semi-Furnished,Bachelors/Family,2
1344,2,9300,500,Bangalore,Unfurnished,Bachelors/Family,1
1345,1,6000,600,Bangalore,Unfurnished,Bachelors/Family,1
1346,2,13000,650,Bangalore,Unfurnished,Bachelors/Family,1
1347,2,14000,1000,Bangalore,Unfurnished,Bachelors/Family,2
1348,2,14000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1349,1,6000,650,Bangalore,Semi-Furnished,Bachelors/Family,1
1350,1,12500,600,Bangalore,Unfurnished,Bachelors/Family,1
1351,1,7000,400,Bangalore,Semi-Furnished,Bachelors,1
1352,2,13000,1000,Bangalore,Furnished,Bachelors/Family,2
1353,2,24000,1300,Bangalore,Unfurnished,Bachelors,2
1354,2,20000,1115,Bangalore,Furnished,Bachelors/Family,2
1355,2,17000,1060,Bangalore,Unfurnished,Bachelors,2
1356,3,35000,1278,Bangalore,Semi-Furnished,Bachelors/Family,2
1357,3,22000,1500,Bangalore,Semi-Furnished,Bachelors/Family,3
1358,2,18000,1000,Bangalore,Semi-Furnished,Bachelors,2
1359,2,8000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1360,2,9500,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1361,2,9000,1055,Bangalore,Semi-Furnished,Bachelors,2
1362,3,31000,1325,Bangalore,Semi-Furnished,Bachelors/Family,2
1363,2,14000,950,Bangalore,Unfurnished,Bachelors/Family,2
1364,3,24000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1365,1,8000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1366,1,22000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1367,2,12000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1368,2,30000,1100,Bangalore,Furnished,Bachelors/Family,2
1369,2,12000,650,Bangalore,Semi-Furnished,Bachelors/Family,2
1370,2,15000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1371,2,14000,800,Bangalore,Furnished,Bachelors/Family,2
1372,1,22000,460,Bangalore,Semi-Furnished,Bachelors/Family,1
1373,2,40000,1380,Bangalore,Semi-Furnished,Bachelors/Family,2
1374,1,12000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1375,2,15000,825,Bangalore,Unfurnished,Bachelors/Family,2
1376,2,9500,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1377,2,15000,1110,Bangalore,Unfurnished,Bachelors,2
1378,2,10000,810,Bangalore,Semi-Furnished,Bachelors/Family,1
1379,4,15000,1150,Bangalore,Semi-Furnished,Bachelors/Family,3
1380,1,7000,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1381,3,26969,1400,Bangalore,Semi-Furnished,Bachelors/Family,3
1382,1,8000,450,Bangalore,Unfurnished,Bachelors,1
1383,3,30000,1500,Bangalore,Semi-Furnished,Bachelors/Family,2
1384,3,22000,1500,Bangalore,Furnished,Bachelors/Family,3
1385,1,10000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1386,2,13000,750,Bangalore,Semi-Furnished,Bachelors/Family,2
1387,2,18000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2
1388,1,15000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1389,2,70000,1325,Bangalore,Semi-Furnished,Family,2
1390,2,19000,894,Bangalore,Unfurnished,Bachelors,2
1391,2,9000,600,Bangalore,Unfurnished,Bachelors/Family,2
1392,2,27500,1000,Bangalore,Furnished,Bachelors/Family,2
1393,1,12000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1394,2,20000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1395,1,13500,450,Bangalore,Semi-Furnished,Bachelors,1
1396,1,17000,430,Bangalore,Semi-Furnished,Bachelors/Family,1
1397,1,13000,500,Bangalore,Furnished,Bachelors/Family,2
1398,2,11000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1399,2,16000,805,Bangalore,Furnished,Bachelors/Family,2
1400,2,23500,950,Bangalore,Semi-Furnished,Bachelors/Family,2
1401,2,8500,1000,Bangalore,Unfurnished,Bachelors,2
1402,3,30000,1350,Bangalore,Furnished,Bachelors/Family,3
1403,3,22000,1500,Bangalore,Furnished,Bachelors/Family,2
1404,2,15000,1000,Bangalore,Unfurnished,Bachelors,2
1405,3,15000,800,Bangalore,Semi-Furnished,Bachelors/Family,3
1406,2,10000,1000,Bangalore,Unfurnished,Bachelors,1
1407,2,12500,800,Bangalore,Furnished,Bachelors/Family,2
1408,3,24000,1550,Bangalore,Semi-Furnished,Bachelors,3
1409,2,32000,1000,Bangalore,Unfurnished,Bachelors/Family,2
1410,2,19000,800,Bangalore,Unfurnished,Bachelors/Family,2
1411,1,9000,700,Bangalore,Furnished,Bachelors/Family,1
1412,1,15000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1413,2,14000,900,Bangalore,Semi-Furnished,Bachelors/Family,2
1414,3,27000,1200,Bangalore,Unfurnished,Bachelors,2
1415,2,14000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1416,2,30000,1100,Bangalore,Semi-Furnished,Bachelors,2
1417,2,50000,1200,Bangalore,Furnished,Bachelors,1
1418,1,15000,900,Bangalore,Semi-Furnished,Bachelors/Family,2
1419,3,25000,1600,Bangalore,Semi-Furnished,Bachelors,3
1420,2,25500,1475,Bangalore,Furnished,Bachelors/Family,2
1421,1,10000,550,Bangalore,Semi-Furnished,Family,1
1422,1,15000,400,Bangalore,Unfurnished,Bachelors/Family,1
1423,3,17000,1200,Bangalore,Unfurnished,Bachelors/Family,3
1424,2,14000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2
1425,2,35000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1426,2,16000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1427,2,35000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2
1428,1,10000,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1429,2,10500,1000,Bangalore,Unfurnished,Bachelors/Family,1
1430,2,15000,1100,Bangalore,Semi-Furnished,Bachelors,2
1431,2,25000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1432,2,9000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1433,2,22000,846,Bangalore,Semi-Furnished,Bachelors/Family,2
1434,2,14000,1100,Bangalore,Unfurnished,Bachelors/Family,2
1435,2,12000,700,Bangalore,Semi-Furnished,Family,1
1436,3,25000,900,Bangalore,Semi-Furnished,Bachelors/Family,3
1437,1,25000,420,Bangalore,Semi-Furnished,Bachelors,1
1438,2,16000,800,Bangalore,Semi-Furnished,Bachelors/Family,2
1439,3,60000,1500,Bangalore,Semi-Furnished,Bachelors,3
1440,1,7000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1441,3,21000,1600,Bangalore,Semi-Furnished,Bachelors/Family,3
1442,1,19000,625,Bangalore,Unfurnished,Bachelors,1
1443,2,11000,600,Bangalore,Furnished,Bachelors,1
1444,2,9000,900,Bangalore,Furnished,Family,1
1445,2,15000,1050,Bangalore,Semi-Furnished,Family,2
1446,2,15000,600,Bangalore,Unfurnished,Bachelors,2
1447,1,18000,550,Bangalore,Semi-Furnished,Bachelors/Family,1
1448,2,22500,1115,Bangalore,Semi-Furnished,Bachelors/Family,2
1449,2,12000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1450,1,9000,900,Bangalore,Semi-Furnished,Bachelors,1
1451,3,25000,1400,Bangalore,Semi-Furnished,Bachelors/Family,3
1452,2,11000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1453,1,12500,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1454,3,21000,1360,Bangalore,Semi-Furnished,Bachelors/Family,2
1455,3,17681,1110,Bangalore,Semi-Furnished,Bachelors/Family,2
1456,2,25000,980,Bangalore,Furnished,Bachelors/Family,2
1457,2,13000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1458,3,35000,1300,Bangalore,Semi-Furnished,Bachelors/Family,2
1459,1,8000,750,Bangalore,Unfurnished,Bachelors/Family,1
1460,2,10000,850,Bangalore,Unfurnished,Bachelors/Family,2
1461,1,11500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1462,2,6000,660,Bangalore,Unfurnished,Bachelors,1
1463,2,14000,1200,Bangalore,Unfurnished,Bachelors/Family,2
1464,2,24000,630,Bangalore,Semi-Furnished,Bachelors/Family,2
1465,2,11000,840,Bangalore,Semi-Furnished,Bachelors/Family,1
1466,2,10000,500,Bangalore,Unfurnished,Bachelors/Family,1
1467,2,12000,775,Bangalore,Semi-Furnished,Bachelors/Family,1
1468,2,17500,900,Bangalore,Semi-Furnished,Bachelors/Family,2
1469,1,6500,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1470,1,16000,550,Bangalore,Semi-Furnished,Bachelors/Family,1
1471,3,30000,1250,Bangalore,Semi-Furnished,Bachelors,3
1472,2,28000,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1473,1,9000,445,Bangalore,Semi-Furnished,Bachelors/Family,1
1474,2,8500,500,Bangalore,Semi-Furnished,Bachelors/Family,2
1475,2,20000,750,Bangalore,Semi-Furnished,Bachelors/Family,2
1476,1,8000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1477,1,8500,730,Bangalore,Semi-Furnished,Bachelors/Family,1
1478,2,12500,750,Bangalore,Semi-Furnished,Bachelors/Family,2
1479,2,18000,1190,Bangalore,Semi-Furnished,Bachelors,2
1480,1,15000,435,Bangalore,Semi-Furnished,Bachelors/Family,1
1481,2,12000,750,Bangalore,Unfurnished,Bachelors/Family,2
1482,1,6000,1200,Bangalore,Furnished,Bachelors,1
1483,2,12000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1484,1,6500,450,Bangalore,Unfurnished,Bachelors/Family,1
1485,3,13500,1100,Bangalore,Unfurnished,Family,3
1486,1,10000,700,Bangalore,Unfurnished,Bachelors,1
1487,2,8500,650,Bangalore,Furnished,Family,2
1488,3,42000,1600,Bangalore,Semi-Furnished,Family,3
1489,1,7500,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1490,2,16000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1491,2,14000,700,Bangalore,Unfurnished,Bachelors/Family,2
1492,1,8500,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1493,1,10000,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1494,1,8500,500,Bangalore,Semi-Furnished,Bachelors,1
1495,2,15000,1280,Bangalore,Unfurnished,Bachelors/Family,2
1496,2,25000,750,Bangalore,Unfurnished,Bachelors/Family,2
1497,3,20000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1498,1,10000,800,Bangalore,Unfurnished,Bachelors/Family,1
1499,2,10000,500,Bangalore,Unfurnished,Bachelors,1
1500,2,24000,900,Bangalore,Semi-Furnished,Bachelors/Family,2
1501,3,21000,1250,Bangalore,Semi-Furnished,Bachelors/Family,2
1502,2,8500,532,Bangalore,Unfurnished,Bachelors,1
1503,1,13900,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1504,2,15000,1100,Bangalore,Furnished,Bachelors,2
1505,3,30000,1500,Bangalore,Semi-Furnished,Bachelors/Family,3
1506,2,13000,500,Bangalore,Semi-Furnished,Bachelors,1
1507,1,7700,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1508,2,25000,1200,Bangalore,Unfurnished,Bachelors/Family,1
1509,3,39000,1550,Bangalore,Semi-Furnished,Bachelors/Family,3
1510,2,18000,1050,Bangalore,Semi-Furnished,Bachelors/Family,2
1511,2,28000,1500,Bangalore,Semi-Furnished,Bachelors/Family,2
1512,2,17500,1150,Bangalore,Semi-Furnished,Family,2
1513,3,20000,1465,Bangalore,Semi-Furnished,Bachelors/Family,3
1514,2,12000,940,Bangalore,Semi-Furnished,Bachelors/Family,2
1515,2,24000,990,Bangalore,Furnished,Bachelors/Family,2
1516,2,12000,750,Bangalore,Semi-Furnished,Bachelors/Family,2
1517,1,9000,600,Bangalore,Semi-Furnished,Family,1
1518,2,12000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1519,2,11000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1520,2,15000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1521,2,42000,1150,Bangalore,Furnished,Bachelors,2
1522,2,18000,1250,Bangalore,Semi-Furnished,Bachelors/Family,2
1523,2,12000,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1524,2,10000,990,Bangalore,Semi-Furnished,Bachelors/Family,2
1525,2,9500,850,Bangalore,Semi-Furnished,Bachelors,1
1526,2,16000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1527,2,9500,650,Bangalore,Semi-Furnished,Bachelors/Family,2
1528,1,6500,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1529,2,13500,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1530,2,25000,1350,Bangalore,Semi-Furnished,Bachelors/Family,2
1531,2,9500,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1532,2,90000,950,Bangalore,Unfurnished,Bachelors/Family,2
1533,2,24000,777,Bangalore,Semi-Furnished,Family,2
1534,3,15000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1535,2,22000,1600,Bangalore,Furnished,Bachelors/Family,3
1536,3,34000,1500,Bangalore,Semi-Furnished,Bachelors,3
1537,2,12500,570,Bangalore,Semi-Furnished,Bachelors/Family,2
1538,2,12000,1100,Bangalore,Semi-Furnished,Bachelors/Family,1
1539,1,7500,750,Bangalore,Semi-Furnished,Bachelors/Family,1
1540,2,34000,1400,Bangalore,Furnished,Bachelors,2
1541,2,14500,650,Bangalore,Semi-Furnished,Bachelors/Family,1
1542,1,7500,460,Bangalore,Semi-Furnished,Bachelors/Family,1
1543,2,7500,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1544,2,19500,1080,Bangalore,Semi-Furnished,Family,2
1545,2,16500,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1546,2,14500,1025,Bangalore,Unfurnished,Bachelors,2
1547,2,16000,650,Bangalore,Unfurnished,Bachelors/Family,2
1548,2,8000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1549,2,21000,1100,Bangalore,Furnished,Bachelors,2
1550,3,30000,1300,Bangalore,Semi-Furnished,Bachelors,3
1551,2,12000,630,Bangalore,Furnished,Bachelors/Family,2
1552,2,9000,550,Bangalore,Unfurnished,Bachelors/Family,2
1553,2,22000,1025,Bangalore,Semi-Furnished,Family,2
1554,1,10000,500,Bangalore,Semi-Furnished,Bachelors,1
1555,3,48000,1286,Bangalore,Semi-Furnished,Bachelors,3
1556,1,11000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1557,1,6500,450,Bangalore,Semi-Furnished,Bachelors/Family,1
1558,2,18000,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1559,3,22000,1374,Bangalore,Semi-Furnished,Family,2
1560,3,28000,1600,Bangalore,Semi-Furnished,Bachelors/Family,3
1561,1,6200,400,Bangalore,Semi-Furnished,Bachelors/Family,1
1562,3,110000,1500,Bangalore,Furnished,Bachelors/Family,3
1563,3,50000,1580,Bangalore,Unfurnished,Bachelors,3
1564,2,12000,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1565,2,11500,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1566,1,9000,400,Bangalore,Semi-Furnished,Bachelors,1
1567,2,16000,1333,Bangalore,Unfurnished,Bachelors,2
1568,3,35000,1500,Bangalore,Semi-Furnished,Bachelors/Family,2
1569,1,9000,425,Bangalore,Semi-Furnished,Bachelors/Family,1
1570,2,13500,650,Bangalore,Unfurnished,Family,2
1571,2,14000,800,Bangalore,Semi-Furnished,Family,2
1572,2,14000,1200,Bangalore,Semi-Furnished,Family,2
1573,2,11000,600,Bangalore,Semi-Furnished,Bachelors/Family,2
1574,1,12000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1575,2,12000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1576,3,21000,1300,Bangalore,Furnished,Bachelors/Family,2
1577,2,18500,900,Bangalore,Unfurnished,Bachelors/Family,2
1578,2,17600,1000,Bangalore,Semi-Furnished,Bachelors,2
1579,1,7000,650,Bangalore,Semi-Furnished,Bachelors/Family,1
1580,2,15000,750,Bangalore,Semi-Furnished,Bachelors/Family,1
1581,2,18000,1065,Bangalore,Semi-Furnished,Bachelors/Family,2
1582,2,9000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1583,1,6000,500,Bangalore,Unfurnished,Bachelors/Family,1
1584,2,7500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1585,2,10000,900,Bangalore,Semi-Furnished,Bachelors/Family,1
1586,2,14000,500,Bangalore,Semi-Furnished,Bachelors/Family,2
1587,1,6000,600,Bangalore,Unfurnished,Bachelors,1
1588,3,17000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1589,2,15000,920,Bangalore,Semi-Furnished,Bachelors/Family,2
1590,1,8200,750,Bangalore,Semi-Furnished,Bachelors/Family,1
1591,3,22000,1200,Bangalore,Semi-Furnished,Bachelors,3
1592,1,6500,700,Bangalore,Unfurnished,Bachelors/Family,1
1593,2,16000,850,Bangalore,Semi-Furnished,Bachelors/Family,3
1594,1,24000,700,Bangalore,Furnished,Bachelors/Family,1
1595,1,15000,455,Bangalore,Semi-Furnished,Bachelors/Family,1
1596,1,8500,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1597,2,22000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1598,2,7500,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1599,4,14000,1000,Bangalore,Semi-Furnished,Bachelors/Family,2
1600,2,9250,500,Bangalore,Semi-Furnished,Bachelors/Family,1
1601,1,13000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1602,1,12000,600,Bangalore,Unfurnished,Bachelors/Family,1
1603,2,10000,925,Bangalore,Unfurnished,Bachelors/Family,2
1604,3,35000,1500,Bangalore,Semi-Furnished,Bachelors/Family,3
1605,2,12000,600,Bangalore,Unfurnished,Bachelors/Family,2
1606,1,14000,435,Bangalore,Semi-Furnished,Bachelors/Family,1
1607,1,8000,650,Bangalore,Semi-Furnished,Bachelors/Family,1
1608,2,11000,700,Bangalore,Semi-Furnished,Bachelors/Family,2
1609,2,20000,890,Bangalore,Semi-Furnished,Bachelors/Family,2
1610,1,12500,600,Bangalore,Furnished,Bachelors/Family,1
1611,2,35000,1250,Bangalore,Semi-Furnished,Bachelors/Family,2
1612,3,26000,1350,Bangalore,Semi-Furnished,Bachelors/Family,2
1613,1,14000,440,Bangalore,Semi-Furnished,Bachelors/Family,1
1614,2,22000,1150,Bangalore,Semi-Furnished,Bachelors/Family,2
1615,2,16000,1150,Bangalore,Furnished,Bachelors/Family,2
1616,2,11000,600,Bangalore,Unfurnished,Bachelors,1
1617,2,20000,980,Bangalore,Semi-Furnished,Family,2
1618,2,15000,1200,Bangalore,Semi-Furnished,Bachelors/Family,1
1619,3,18000,1200,Bangalore,Semi-Furnished,Bachelors/Family,2
1620,2,12000,1080,Bangalore,Semi-Furnished,Bachelors,1
1621,1,8500,700,Bangalore,Semi-Furnished,Bachelors/Family,1
1622,2,25000,1305,Bangalore,Semi-Furnished,Bachelors/Family,2
1623,2,12500,950,Bangalore,Semi-Furnished,Bachelors/Family,2
1624,2,18000,1188,Bangalore,Unfurnished,Bachelors/Family,2
1625,2,9000,875,Bangalore,Semi-Furnished,Bachelors/Family,2
1626,3,22000,1200,Bangalore,Furnished,Bachelors/Family,2
1627,1,7000,600,Bangalore,Semi-Furnished,Bachelors/Family,1
1628,2,28000,1150,Bangalore,Semi-Furnished,Family,2
1629,2,19000,1250,Bangalore,Semi-Furnished,Bachelors/Family,2
1630,3,18000,1600,Bangalore,Semi-Furnished,Bachelors/Family,2
1631,1,12000,550,Bangalore,Semi-Furnished,Bachelors,1
1632,2,18000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1633,2,30000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1634,2,10000,1100,Bangalore,Semi-Furnished,Bachelors/Family,2
1635,2,20000,1100,Bangalore,Furnished,Bachelors,2
1636,2,17500,1000,Bangalore,Unfurnished,Family,2
1637,2,22000,850,Bangalore,Semi-Furnished,Bachelors/Family,2
1638,2,17000,1020,Bangalore,Semi-Furnished,Bachelors/Family,2
1639,2,22000,1250,Bangalore,Unfurnished,Bachelors,2
1640,3,24000,1400,Bangalore,Semi-Furnished,Bachelors/Family,3
1641,1,6000,400,Bangalore,Furnished,Bachelors/Family,1
1642,2,20000,1180,Bangalore,Semi-Furnished,Bachelors/Family,2
1643,3,35000,1460,Bangalore,Unfurnished,Bachelors,3
1644,3,24000,1464,Bangalore,Semi-Furnished,Bachelors/Family,3
1645,2,10000,700,Bangalore,Semi-Furnished,Bachelors,2
1646,2,16000,680,Bangalore,Semi-Furnished,Bachelors/Family,2
1647,2,14000,800,Bangalore,Semi-Furnished,Bachelors/Family,1
1648,2,7500,600,Bangalore,Unfurnished,Bachelors,1
1649,3,16000,1200,Bangalore,Unfurnished,Bachelors,3
1650,1,8000,500,Bangalore,Furnished,Bachelors/Family,1
1651,2,11000,1200,Bangalore,Unfurnished,Bachelors/Family,2
1652,2,30000,1000,Bangalore,Unfurnished,Bachelors,2
1653,2,14000,800,Delhi,Semi-Furnished,Bachelors/Family,2
1654,1,9500,400,Delhi,Unfurnished,Bachelors/Family,1
1655,3,14000,600,Delhi,Unfurnished,Bachelors,3
1656,3,65000,1550,Delhi,Semi-Furnished,Bachelors,3
1657,2,18500,650,Delhi,Unfurnished,Bachelors,2
1658,2,40000,850,Delhi,Unfurnished,Bachelors/Family,2
1659,1,9000,450,Delhi,Semi-Furnished,Bachelors/Family,1
1660,1,22000,720,Delhi,Unfurnished,Bachelors/Family,1
1661,2,12000,400,Delhi,Unfurnished,Bachelors,1
1662,2,11000,450,Delhi,Unfurnished,Bachelors,1
1663,2,11000,550,Delhi,Unfurnished,Bachelors,2
1664,2,10000,450,Delhi,Unfurnished,Bachelors/Family,1
1665,1,16000,400,Delhi,Furnished,Bachelors,1
1666,2,12000,750,Delhi,Semi-Furnished,Bachelors,2
1667,1,8000,400,Delhi,Semi-Furnished,Bachelors/Family,1
1668,3,14000,1100,Delhi,Semi-Furnished,Bachelors/Family,2
1669,1,14900,450,Delhi,Furnished,Bachelors/Family,1
1670,2,15000,850,Delhi,Unfurnished,Bachelors/Family,2
1671,3,10000,600,Delhi,Semi-Furnished,Bachelors/Family,1
1672,2,40000,750,Delhi,Unfurnished,Bachelors/Family,2
1673,1,9000,500,Delhi,Semi-Furnished,Bachelors,1
1674,2,13500,623,Delhi,Furnished,Bachelors/Family,1
1675,2,7500,450,Delhi,Semi-Furnished,Bachelors/Family,1
1676,2,9000,445,Delhi,Unfurnished,Bachelors/Family,2
1677,1,13000,550,Delhi,Semi-Furnished,Bachelors,1
1678,2,16000,650,Delhi,Semi-Furnished,Bachelors/Family,2
1679,3,18000,800,Delhi,Unfurnished,Bachelors/Family,1
1680,2,18000,600,Delhi,Unfurnished,Bachelors/Family,2
1681,1,11500,450,Delhi,Semi-Furnished,Bachelors,1
1682,2,15500,600,Delhi,Unfurnished,Bachelors,2
1683,2,20000,800,Delhi,Semi-Furnished,Bachelors/Family,2
1684,2,16000,650,Delhi,Unfurnished,Bachelors/Family,2
1685,3,50000,1250,Delhi,Semi-Furnished,Bachelors/Family,3
1686,1,9500,600,Delhi,Semi-Furnished,Bachelors/Family,2
1687,1,10000,450,Delhi,Unfurnished,Bachelors,1
1688,1,30000,650,Delhi,Furnished,Bachelors/Family,1
